name,date,message
maechler,2000-10-10,no names.h
maechler,2000-10-10,no names.h; PPinfo
maechler,2000-10-10,-Wshadow
maechler,2000-10-10,new PPinfo type (partly moved from names.h)
maechler,2000-10-10,s/R_Internal/Internal/
hornik,2000-10-10,Added code for regression testing.
maechler,2000-10-10,moved almost all to ../include/R_Internal.h
maechler,2000-10-10,moved from ../main/names.h
maechler,2000-10-10,"preparation for vfont in ""mtext"""
maechler,2000-10-10,export global (-Warn)
maechler,2000-10-10,"GUnit type; preparation for vfont in ""mtext"""
maechler,2000-10-10,fixed name
maechler,2000-10-10,cosmetic
maechler,2000-10-10,(Warn) cosmetic
maechler,2000-10-10,export globals (-Warn)
maechler,2000-10-10,cosmetic -Warn
maechler,2000-10-10,polyroot() ex
maechler,2000-10-10,many header fixes
luke,2000-10-10,Removed change to CFLAGS I accidentally checked in-sorry.
hornik,2000-10-10,Use R_VERSION_H.
maechler,2000-10-10,.
pd,2000-10-09,auto-update
ripley,2000-10-09,"force inclusion of time.h mday must be at least one, not zero"
ripley,2000-10-09,typo in last change
ripley,2000-10-09,move time.h from Defn.h
luke,2000-10-09,Made reduced SEXPREC structure for veoctors that uses only 6 words and produces better data alignment.
luke,2000-10-09,Added include of time.h to bring in definition of CLK_TCK.
maechler,2000-10-09,fix do_stop
maechler,2000-10-09,anti-warnings cosmetic
ripley,2000-10-09,move times.h and locale.h out of Defn.h RAND_MAX is not longer used. typos
ripley,2000-10-09,more relevant comments after removals of code
ripley,2000-10-09,add f77_QSYMBOL for use in FFTab.h
luke,2000-10-09,Removed data pointer from vector nodes under generational collector.
maechler,2000-10-09,-Wshadow cosmetic
ripley,2000-10-09,use appropriate header R_CONFIG_H
ripley,2000-10-09,catch up with Unix
ripley,2000-10-09,use locale to set papersize defaults
ripley,2000-10-09,"need to unclass in c.POSIXct as primitive ""c"" dispatches"
maechler,2000-10-09,.
hornik,2000-10-08,Misc documentation improvements.
ripley,2000-10-08,trace level for L-BFGS-B method of optim. protect before coerceVector in numerical deriv calculations in optim.
ripley,2000-10-08,handle formulae without rhs in step()
hornik,2000-10-08,Move conditional defines out of `config.h'.
hornik,2000-10-08,Cosmetics.
hornik,2000-10-08,Improve workspace memory management.
maechler,2000-10-08,.
pd,2000-10-07,auto-update
ripley,2000-10-07,wrong class for as.POSIXct on character strings
maechler,2000-10-07,.
ripley,2000-10-06,for the sake of glibc's `features' in strptime
leisch,2000-10-06,added automatic INDEX rebuild
ripley,2000-10-06,make ABNORMAL_TERMINATION_IN_LNSRCH an error
hornik,2000-10-06,Build HTML versions of texinfo manuals.
hornik,2000-10-06,Improve make in subdir `doc'; build HTML versions of texinfo manuals.
tlumley,2000-10-06,document that you cant attach at pos=1
hornik,2000-10-06,Cosmetics.
ripley,2000-10-06,allow model.matrix to handle NAs in factors
maechler,2000-10-06,Hershey !
hornik,2000-10-06,Added fourfoldplot().
maechler,2000-10-06,cosmetic in ex
maechler,2000-10-06,contour( axes )
hornik,2000-10-06,Improve help string for option write barrier option.
maechler,2000-10-06,.
hornik,2000-10-05,Improve write barrier option.
hornik,2000-10-05,Updated.
hornik,2000-10-05,Always invoke scripts through R CMD.
hornik,2000-10-05,Updated.
hornik,2000-10-05,Rename write barrier option.
hornik,2000-10-05,Cosmetics.
hornik,2000-10-05,Add/use test for GLIBC 2.
luke,2000-10-05,Renamed R_subassign3 as R_subassign3_dflt.
maechler,2000-10-05,"remove very old ""#ifdef OLD"" from GPretty()"
maechler,2000-10-05,drop unused var (-Wall)
maechler,2000-10-05,.
pd,2000-10-04,auto-update
luke,2000-10-04,Split default methods for do_subassign2 and do_subassign3 into separately callable functions.
luke,2000-10-04,Split default methods for do_subset2 and do_subset3 into separately callable functions.
ripley,2000-10-04,AT&T tar usage separate out Windows and Unix cleaning of source dirs
luke,2000-10-04,Make sure constants in expressions are NAMED before they are returned as values.
luke,2000-10-04,Rewrote ExtractDropArg to avoid recursion and reduce use ot SETCDR. Also modified attribute removal in VectorSubset to only be done if ATTRIB field is non R_NilValue.
luke,2000-10-04,Whitespace fixup.
luke,2000-10-04,Modified duplicate code for atomic vectors to (hopefully) make it a little more efficient.
hornik,2000-10-04,Updated.
pd,2000-10-04,spelling
pd,2000-10-04,spelling
hornik,2000-10-04,Don't print empirical process in case of ties.
maechler,2000-10-04,pretty() tests + timing
maechler,2000-10-04,.
pd,2000-10-03,auto-update
maechler,2000-10-03,buglet
maechler,2000-10-03,use parent.frame()
ripley,2000-10-03,prefer scaling in the example
ripley,2000-10-03,add description of R names to R-intro
hornik,2000-10-03,Cosmetics.
maechler,2000-10-03,pretty() *must* cover range
hornik,2000-10-03,Fix typo (PR #678).
maechler,2000-10-03,.
pd,2000-10-02,auto-update
luke,2000-10-02,Modified DispatchOrEval to avoid creating unnecessary promises.
luke,2000-10-02,Added special case for simple indices in makeSubscript.
luke,2000-10-02,Fixed pre-test in do_relop_dflt.
luke,2000-10-02,Disable pre-test in do_relop_dflt until I figure out why it fails on Intel and Solaris.
luke,2000-10-02,Moved pre-test in do_relop_dflt inside PROTECTs.
luke,2000-10-02,Split out default method of do_relop into do_relop_dflt; added pre-test to handle most common case quickly.
luke,2000-10-02,"Made binary, unary public as R_binary, R_unary, and changed R_binary to take x and y asr arguments instead of argument list."
luke,2000-10-02,Added REPROTECT facility.
luke,2000-10-02,Split default methods for do_subassign and do_subset into separate functions.
maechler,2000-10-02,"example better ""diffable"""
luke,2000-10-02,Split default method of do_c into separate function do_c_dflt.
luke,2000-10-02,Changed DispatchOrEval to take the generic's name as a char * instead of the unused op argument.  Modified calls to DispatchOrGeneric accordingly.
maechler,2000-10-02,Fourier: headers in Applic.h anyway
ripley,2000-10-02,avoid empty cases in switch
maechler,2000-10-02,.
luke,2000-10-01,Modified ExtractOptionals to eliminate CONS and to correctly handle adjacent optionals.
pd,2000-10-01,tcltk: %... and string quoting
luke,2000-10-01,Added R_RecursiveSymbol and R_UseNamesSymbol; used in ExtractOptionals in bind.c instead of calling install each time.
luke,2000-10-01,Aded pre-test to getAttrib to avoid expensive computations in simple cases.
ripley,2000-10-01,library.dynam failed if a package appeared more than once in lib.loc
ripley,2000-10-01,"use details, tidy up"
ripley,2000-10-01,library.dynam: package might appear more than once
hornik,2000-10-01,Zero the memory for double storage allocated by R_alloc().
hornik,2000-10-01,Updated.
luke,2000-10-01,Removed attributes from results in do_ascharacter.
maechler,2000-10-01,.
ripley,2000-09-30,"ANSI C does not allow empty case statements, according to gcc"
maechler,2000-09-30,.
pd,2000-09-29,auto-update
luke,2000-09-29,Added internal SPECIAL version of as.character.
luke,2000-09-29,Replaced interpreted attr by an internal BUILTIN.
luke,2000-09-29,"Save duplicated object in do_attrgets,"
maechler,2000-09-29,indent by 2
maechler,2000-09-29,Copyright comments for C.Loader`s dbinom/dpois
maechler,2000-09-29,Implemented C.Loader`s dbinom/dpois
maechler,2000-09-29,new stirlerr() for C.Loader`s dbinom/dpois
maechler,2000-09-29,typo
maechler,2000-09-29,"R.version.string: use ""-"""
luke,2000-09-29,Removed unused mkPROMISE definition.
leisch,2000-09-29,dump() has new arg append
luke,2000-09-29,Wrapped evaluated argument list into evaluated promises before calling out to range.default.
maechler,2000-09-29,.
ripley,2000-09-28,drop=F -> FALSE
ripley,2000-09-28,doc updates (fptex)
ripley,2000-09-28,move FF*.h to src/gnuwin32 from src/include
maechler,2000-09-28,.
pd,2000-09-27,auto-update
maechler,2000-09-27,"dev.print() failed: ""wh undefined"""
maechler,2000-09-27,"improved ""NULL =="""
maechler,2000-09-27,.
pd,2000-09-26,auto-update
bates,2000-09-26,correction in the documentation
maechler,2000-09-26,test unclass(*) for R 1.1.1 bug
maechler,2000-09-26,NULL == NULL
maechler,2000-09-26,NULL == NULL (+ ..)
maechler,2000-09-26,using ARITHOP_TYPE & RELOP_TYPE; using Rboolean in more places
maechler,2000-09-26,"using ARITHOP_TYPE & RELOP_TYPE; Rboolean; NULL == NULL; first step towards ""=="" for LANG"
maechler,2000-09-26,Rboolean cosmetic (oops)
maechler,2000-09-26,Rboolean cosmetic
maechler,2000-09-26,comment + cosmetic
maechler,2000-09-26,fft api cosmetic
maechler,2000-09-26,version.texi not .tex
maechler,2000-09-26,.
pd,2000-09-25,auto-update
maechler,2000-09-25,.
hornik,2000-09-24,Improve example.
hornik,2000-09-24,Add exact conditional tests and confidence intervals for the 2 x 2 x k case.
hornik,2000-09-24,Added `d2x2xk.c'.
hornik,2000-09-24,New file.
hornik,2000-09-24,Add extra fuzz in computing the two-sided p values.
hornik,2000-09-24,Use `FFDecl.h' and `FFTab.h' for dynloading only.
hornik,2000-09-24,Document that dirname() does tilde expansion.
hornik,2000-09-24,Perform tilde expansion on `dir'.  Use stop list for base.
hornik,2000-09-24,"According to Michael Wang <mwang@mindspring.com>, also works on `i386-sun-solaris'."
hornik,2000-09-24,Updated.
maechler,2000-09-24,.
maechler,2000-09-23,.
pd,2000-09-22,auto-update
maechler,2000-09-22,setup_Rmainloop() now in Startup.h [-Wall]
maechler,2000-09-22,cosmetic (Rboolean/TRUE)
maechler,2000-09-22,GCtorture for almost all
maechler,2000-09-22,subset/dim
maechler,2000-09-22,Initial comment: Carefully extended the table of assignment pairs that are dealt with
ripley,2000-09-22,improve logic of determining shrinkage/rotation in dev.print height of USletter paper was wrong.
maechler,2000-09-22,.
pd,2000-09-21,auto-update
hornik,2000-09-21,Updated.
maechler,2000-09-21,"add ""drop="" to [.AsIs"
maechler,2000-09-21,fix PR#665 w/ new [.AsIs
maechler,2000-09-21,fix PR#665 w/ new [.AsIs
maechler,2000-09-21,"gctorture now timed; also ""simple-true"""
maechler,2000-09-21,lm.[w]fit(.. with n=0..) error msg
leisch,2000-09-21,plot.stl did not give correct labels at x-axes
pd,2000-09-21,err.handler crash w.arg mismatch
maechler,2000-09-21,.
ripley,2000-09-20,over-long usage line
ripley,2000-09-20,split over-long usage line for the sake of the reference manual
ripley,2000-09-20,use .ao extension for non-shared library objects fix up dependencies for .lo files.
ripley,2000-09-20,"Revert undocumented change to the example. The point is *not* to look pretty, but to let users see the raw   output and hence how to extract pieces of it."
ripley,2000-09-20,typo
ripley,2000-09-20,"devPS.c changes to zero widths, make font metrics local"
ripley,2000-09-20,Windows: allow use of LC_COLLATE etc
ripley,2000-09-20,"zero widths of undefined chars (was unset) make font metrics local to the device, so different instances    can use different families. give char 175 its correct name (macron)"
ripley,2000-09-20,doc updates
ripley,2000-09-20,"allow point sizes down to 2 point, as later X11 does"
ripley,2000-09-20,new target Rdll
ripley,2000-09-20,Windows: quote path for external editor/pager if needed
ripley,2000-09-20,set background colour for png/jpeg
maechler,2000-09-20,.
pd,2000-09-19,auto-update
maechler,2000-09-19,make example's output 'diff'able
maechler,2000-09-19,add PD's R-help example
maechler,2000-09-19,"finally replace ""???"""
maechler,2000-09-19,as.matrix.data.frame() fix for POSIX?t class
maechler,2000-09-19,.
pd,2000-09-18,auto-update
maechler,2000-09-18,"new target ""test-Gct"" (gctorture)"
maechler,2000-09-18,"allow ""-"" (stdin) as first arg"
pd,2000-09-18,eliminate fg variable
maechler,2000-09-18,"2*"" tolerance for HP UX"
ihaka,2000-09-18,Fixed tick label clipping when axis limits are reversed.
pd,2000-09-18,Use FILESEP
maechler,2000-09-18,.
hornik,2000-09-17,Mention problem of linker not re-ordering -L/-l flags.
hornik,2000-09-17,Change bug report email address to r-bugs@r-project.org.
hornik,2000-09-17,Added short example.
hornik,2000-09-17,Updated.
hornik,2000-09-17,Updated.
maechler,2000-09-17,.
maechler,2000-09-16,.
luke,2000-09-16,Modified SubassignTypeFix to protect the value in *y during the call to EnlargeVector.
pd,2000-09-15,auto-update
maechler,2000-09-15,indented
maechler,2000-09-15,typo
maechler,2000-09-15,"correct ""value:""; new ex"
maechler,2000-09-15,bxp() fixes
luke,2000-09-15,Global variable cache was not being flushed in defineVar for hashed environment or base assignments.  Fixed by movind cache flush for non NIL rho to top of that case and adding flush for symbo value assignment.
leisch,2000-09-15,usage was outdated
maechler,2000-09-15,+ ;
maechler,2000-09-15,"D() ""fix"""
maechler,2000-09-15,.
maechler,2000-09-14,.
pd,2000-09-13,auto-update
maechler,2000-09-13,.
tlumley,2000-09-12,pass ... args from autoload() to library()
maechler,2000-09-12,parent.frame() for sys.parent(sys.frame())
maechler,2000-09-12,+ ex
maechler,2000-09-12,subassign fix
maechler,2000-09-12,.
pd,2000-09-11,auto-update
maechler,2000-09-11,fix subassignment of formulae (and similar ones!)
maechler,2000-09-11,+ one word
maechler,2000-09-11,new R_ext/Boolean.h
maechler,2000-09-11,better diffable example
maechler,2000-09-11,new R_ext/Boolean.h
maechler,2000-09-11,make use of Thomas' autoload fix
maechler,2000-09-11,oops
maechler,2000-09-11,new
maechler,2000-09-11,+ seealso +ex
tlumley,2000-09-11,allow autoloading based on methods (PR #640)
pd,2000-09-11,clean do_parentframe
maechler,2000-09-11,.
pd,2000-09-10,parent.frame now .Internal
maechler,2000-09-10,.
ripley,2000-09-09,typo
maechler,2000-09-09,.
pd,2000-09-08,auto-update
ripley,2000-09-08,add setjmp.h
maechler,2000-09-08,cosmetic
maechler,2000-09-08,seealso
maechler,2000-09-08,s/unix/windows/
maechler,2000-09-08,.
pd,2000-09-07,auto-update
maechler,2000-09-07,less digits in new signif tst
ripley,2000-09-07,non-moving GC
maechler,2000-09-07,+seealso + ex
maechler,2000-09-07,+seealso
ripley,2000-09-07,fix other bug in PR#610: incorrect naming of omissions
maechler,2000-09-07,.
maechler,2000-09-06,"prompt uses attr(*,""source"")"
ripley,2000-09-06,updates
ripley,2000-09-06,warn about globalvar.h
ripley,2000-09-06,re-work caching of symbols
ripley,2000-09-06,list possible cross-tools prefixes
ripley,2000-09-06,attempt to keep CRLF for batch and doc files even when cross-compiling. tidy up tcl building. strip header of readme.packages on installing.
maechler,2000-09-06,"pairs, legend, .."
maechler,2000-09-06,"fix from R-release + ""fixme"" comment"
maechler,2000-09-06,fix from R-release
maechler,2000-09-06,seealso
maechler,2000-09-06,"pairs(*, cex=) ""works""; improved panel.smooth()"
maechler,2000-09-06,"new ""pt.bg"" argument"
maechler,2000-09-06,.
maechler,2000-09-05,moments
ripley,2000-09-05,comments if read as part of the source distr
ripley,2000-09-05,use record args for windows() codoc-suggested doc fix
ripley,2000-09-05,add date-time support functions
ripley,2000-09-05,set default for windows(report=)
ripley,2000-09-05,"add `report' argument to windows() device check LC_ALL when setting locales, and use this for tests"
maechler,2000-09-05,.
rgentlem,2000-09-05,changes to formulae to take advantage of the environment changed (almost) all sys.frame(sys.parent()) to parent.frame()
pd,2000-09-04,auto-update
ripley,2000-09-04,changes suggested by codoc output
ripley,2000-09-04,"move loop over extract-usage to perl for big speed-up on Windows, at least"
maechler,2000-09-04,.
pd,2000-09-03,simplify PS_NewPage
ripley,2000-09-03,doc updates re use of msvcrt.dll
ripley,2000-09-03,re-organize what goes in which zip file now perl is in share/perl
ripley,2000-09-03,use vc-linked unzip32.dll
ripley,2000-09-03,Unix catch-up
pd,2000-09-03,PS driver cleanup
ripley,2000-09-03,changes suggested by codoc: match functions and docs
maechler,2000-09-03,.
